network,country,country_code,continent,continent_code,asn,as_name,as_domain,type
93.126.59.0/24,Iran,IR,Asia,AS,AS44375,Asmanfaraz Sepahan Company (P.J.S),asmanfaraz.com,isp
93.126.60.0/22,Iran,IR,Asia,AS,AS44375,Asmanfaraz Sepahan Company (P.J.S),asmanfaraz.com,isp
93.190.24.0/23,Iran,IR,Asia,AS,AS47188,PressTV,presstv.ir,business
94.24.0.0/20,Iran,IR,Asia,AS,AS57218,Rightel Communication Service Company PJS,rightel.ir,isp
94.24.16.0/21,Iran,IR,Asia,AS,AS57218,Rightel Communication Service Company PJS,rightel.ir,isp
94.24.80.0/20,Iran,IR,Asia,AS,AS57218,Rightel Communication Service Company PJS,rightel.ir,isp
94.24.96.0/21,Iran,IR,Asia,AS,AS57218,Rightel Communication Service Company PJS,rightel.ir,isp
94.74.128.0/21,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.136.0/24,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.138.0/23,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.141.0/24,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.142.0/23,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.144.0/24,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.145.0/24,Iran,IR,Asia,AS,AS201295,Shabakeh Ertebatat Artak Towseeh PJSC,artaknet.com,business
94.74.146.0/24,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.148.0/22,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.152.0/22,United States,US,North America,NA,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.160.0/22,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.165.0/24,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.166.0/23,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.168.0/24,United States,US,North America,NA,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.169.0/24,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.170.0/24,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.172.0/24,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.174.0/23,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.176.0/21,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.186.0/24,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.187.0/24,United States,US,North America,NA,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.74.188.0/22,Iran,IR,Asia,AS,AS44208,Farahoosh Dena PLC,farahoosh.ir,hosting
94.101.128.0/20,Iran,IR,Asia,AS,AS50810,Mobin Net Communication Company (Private Joint Stock),mobinnet.net,isp
94.101.176.0/20,Iran,IR,Asia,AS,AS202468,AbrArvan CDN and IaaS,arvancloud.ir,hosting
94.101.240.0/20,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
94.139.160.0/20,Iran,IR,Asia,AS,AS206065,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,fanaptelecom.ir,isp
94.139.180.0/22,Iran,IR,Asia,AS,AS59703,Parvaresh Dadeha Co. Private Joint Stock,sabanet.ir,isp
94.139.189.0/24,Iran,IR,Asia,AS,AS49433,Bank Refah Kargaran,bankrefah.ir,business
94.139.190.0/23,Iran,IR,Asia,AS,AS206854,"Lesun communication furtherance engineers Co, (Ltd.)",lesunco.com,hosting
94.176.8.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
94.176.32.0/21,Iran,IR,Asia,AS,AS39501,NGSAS NedaGostarSaba,sabanet.ir,isp
94.177.72.0/21,Iran,IR,Asia,AS,AS39501,NGSAS NedaGostarSaba,sabanet.ir,isp
94.182.0.0/21,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.8.0/22,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.12.0/23,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.14.0/24,Iran,IR,Asia,AS,AS212939,Dade pardazi lamerd ict,lamerdict.com,isp
94.182.15.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.16.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.17.0/24,Iran,IR,Asia,AS,AS205647,PARDIS FANVARI PARTAK LTD,rasana.net,business
94.182.18.0/23,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.20.0/22,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.24.0/21,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.32.0/20,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.48.0/21,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.56.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.57.0/24,Iran,IR,Asia,AS,AS205647,PARDIS FANVARI PARTAK LTD,rasana.net,business
94.182.58.0/23,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.60.0/22,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.64.0/20,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.80.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.81.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.82.0/23,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.84.0/22,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.88.0/21,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.96.0/22,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.100.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.101.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.102.0/23,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.104.0/23,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.106.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.107.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.108.0/23,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.110.0/23,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.112.0/23,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.114.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.115.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.116.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.117.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.118.0/23,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.120.0/21,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.128.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.129.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.130.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.131.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.132.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.133.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.134.0/23,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.136.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.137.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.138.0/23,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.140.0/22,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.144.0/23,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.146.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.147.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.148.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.149.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.150.0/23,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.152.0/24,Iran,IR,Asia,AS,AS213807,Fanavaran Mehr Vatan Tehran Server Group LLC,tehranserver.ir,hosting
94.182.153.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.154.0/23,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.156.0/22,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.160.0/19,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.192.0/19,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.224.0/20,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.240.0/21,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.248.0/22,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.252.0/23,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.182.254.0/24,Iran,IR,Asia,AS,AS205647,PARDIS FANVARI PARTAK LTD,rasana.net,business
94.182.255.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.183.0.0/17,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.183.128.0/20,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.183.144.0/22,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.183.148.0/24,Iran,IR,Asia,AS,AS31549,Aria Shatel PJSC,shatel.ir,isp
94.183.149.0/24,Iran,IR,Asia,AS,AS211881,Tahlil Dadeh Novin Fadak LLC,fadakdata.ir,isp
94.183.153.0/24,Iran,IR,Asia,AS,AS204104,Giti Secure Cloud LLC,gscloud.ir,hosting
94.183.154.0/24,Iran,IR,Asia,AS,AS204104,Giti Secure Cloud LLC,gscloud.ir,hosting
94.183.156.0/23,Iran,IR,Asia,AS,AS214431,Mizban Gostar Dade Alvand Ltd,mahancloud.com,hosting
94.183.160.0/24,Iran,IR,Asia,AS,AS214431,Mizban Gostar Dade Alvand Ltd,mahancloud.com,hosting
94.183.162.0/24,Iran,IR,Asia,AS,AS204104,Giti Secure Cloud LLC,gscloud.ir,hosting
94.183.163.0/24,Iran,IR,Asia,AS,AS44436,Toosee Ertebatat Damavand,mybox.ru,hosting
94.183.164.0/24,Iran,IR,Asia,AS,AS211881,Tahlil Dadeh Novin Fadak LLC,fadakdata.ir,isp
94.183.165.0/24,Iran,IR,Asia,AS,AS210705,Ali Monfared,rapidoserver.com,business
94.183.169.0/24,Iran,IR,Asia,AS,AS204104,Giti Secure Cloud LLC,gscloud.ir,hosting
94.183.171.0/24,Iran,IR,Asia,AS,AS214184,Seyed M. Ehsan MirGhafori,,isp
94.183.172.0/24,Iran,IR,Asia,AS,AS206507,Noavaran System Sarv Co.Ltd,,isp
94.183.173.0/24,Iran,IR,Asia,AS,AS201194,"Nahor Hadish Design and Architecture Co., Ltd",nahor.io,hosting
94.183.175.0/24,Iran,IR,Asia,AS,AS205536,Tejarat Electronic Nojhan Pardazesh LLC,,isp
94.183.176.0/24,Iran,IR,Asia,AS,AS214431,Mizban Gostar Dade Alvand Ltd,mahancloud.com,hosting
94.183.179.0/24,Iran,IR,Asia,AS,AS200436,Patron Technology Persia Ltd,ptp.pm,hosting
94.183.180.0/24,Iran,IR,Asia,AS,AS204104,Giti Secure Cloud LLC,gscloud.ir,hosting
94.183.181.0/24,Iran,IR,Asia,AS,AS211881,Tahlil Dadeh Novin Fadak LLC,fadakdata.ir,isp
94.183.237.0/24,Iran,IR,Asia,AS,AS214567,Mizbani Hooshmand Mehr Afarin PJSC,,business
94.183.239.0/24,Iran,IR,Asia,AS,AS204203,Atrin Information & Communications Technology Company PJS,atrinnet.net,hosting
94.183.240.0/24,Iran,IR,Asia,AS,AS214192,Milad Ahadpour,espyr.cloud,hosting
94.184.4.0/24,Iran,IR,Asia,AS,AS212607,Saeid Shahrokhi,potenting.com,hosting
94.184.7.0/24,The Netherlands,NL,Europe,EU,AS211056,Amir Hosein Maaref,khalijserver.com,hosting
94.184.8.0/24,The Netherlands,NL,Europe,EU,AS211056,Amir Hosein Maaref,khalijserver.com,hosting
94.184.9.0/24,Iran,IR,Asia,AS,AS211421,Asiatech Data Transmission company,asiatech.ir,isp
94.184.10.0/24,Iran,IR,Asia,AS,AS205536,Tejarat Electronic Nojhan Pardazesh LLC,,isp
94.184.14.0/24,United Kingdom,GB,Europe,EU,AS211056,Amir Hosein Maaref,khalijserver.com,hosting
94.184.15.0/24,Turkey,TR,Asia,AS,AS211056,Amir Hosein Maaref,khalijserver.com,hosting
94.184.16.0/24,Iran,IR,Asia,AS,AS211421,Asiatech Data Transmission company,asiatech.ir,isp
94.184.17.0/24,Iran,IR,Asia,AS,AS205536,Tejarat Electronic Nojhan Pardazesh LLC,,isp
94.184.18.0/24,Iran,IR,Asia,AS,AS205536,Tejarat Electronic Nojhan Pardazesh LLC,,isp
94.184.21.0/24,Iran,IR,Asia,AS,AS214171,Foojan Cloud,foojan.net,hosting
94.184.25.0/24,The Netherlands,NL,Europe,EU,AS211056,Amir Hosein Maaref,khalijserver.com,hosting
94.184.27.0/24,The Netherlands,NL,Europe,EU,AS211056,Amir Hosein Maaref,khalijserver.com,hosting
94.184.29.0/24,Iran,IR,Asia,AS,AS212607,Saeid Shahrokhi,potenting.com,hosting
94.184.64.0/20,Iran,IR,Asia,AS,AS6736,Institute for Research in Fundamental Sciences,ipm.ac.ir,education
94.184.80.0/22,Iran,IR,Asia,AS,AS6736,Institute for Research in Fundamental Sciences,ipm.ac.ir,education
94.184.84.0/22,Iran,IR,Asia,AS,AS202571,Kharazmi University,khu.ac.ir,education
94.184.88.0/22,Iran,IR,Asia,AS,AS58104,University of Isfahan,aui.ac.ir,education
94.184.92.0/23,Iran,IR,Asia,AS,AS48434,Tebyan-e-Noor Cultural-Artistic Institute,tebyanidc.ir,hosting
94.184.94.0/23,Iran,IR,Asia,AS,AS6736,Institute for Research in Fundamental Sciences,ipm.ac.ir,education
94.184.96.0/20,Iran,IR,Asia,AS,AS43965,Tehran University of Medical Science,tums.ac.ir,education
94.184.112.0/21,Iran,IR,Asia,AS,AS56765,Shahid Beheshti university,sbu.ac.ir,education
94.184.120.0/21,Iran,IR,Asia,AS,AS6736,Institute for Research in Fundamental Sciences,ipm.ac.ir,education
94.184.128.0/21,Iran,IR,Asia,AS,AS12660,Sharif University Of Technology,sharif.ir,education
94.184.136.0/22,Iran,IR,Asia,AS,AS6736,Institute for Research in Fundamental Sciences,ipm.ac.ir,education
94.184.140.0/22,Iran,IR,Asia,AS,AS60638,Informatics Services PJSC,isc.co.ir,business
94.184.144.0/20,Iran,IR,Asia,AS,AS43965,Tehran University of Medical Science,tums.ac.ir,education
94.184.160.0/20,Iran,IR,Asia,AS,AS6736,Institute for Research in Fundamental Sciences,ipm.ac.ir,education
94.184.176.0/21,Iran,IR,Asia,AS,AS47558,Kajeh Nasir Toosi University of Technology,kntu.ac.ir,education
94.184.184.0/21,Iran,IR,Asia,AS,AS6736,Institute for Research in Fundamental Sciences,ipm.ac.ir,education
94.184.192.0/18,Iran,IR,Asia,AS,AS6736,Institute for Research in Fundamental Sciences,ipm.ac.ir,education
94.199.0.0/24,Iran,IR,Asia,AS,AS202391,Cooperative Afra ertebatat-e-sabet-e Rasa Co,afrarasa.com,isp
94.199.136.0/22,Iran,IR,Asia,AS,AS57563,isfahan university of medical sciences & health services,mui.ac.ir,education
94.232.168.0/21,Iran,IR,Asia,AS,AS48434,Tebyan-e-Noor Cultural-Artistic Institute,tebyanidc.ir,hosting
95.38.0.0/21,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.10.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.13.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.15.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.16.0/21,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.24.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.27.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.29.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.30.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.32.0/22,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.39.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.40.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.42.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.44.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.45.0/24,Iran,IR,Asia,AS,AS62442,Dade Samane Fanava Company (PJS),fanavaidc.com,business
95.38.46.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.48.0/22,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.52.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.54.0/23,Iran,IR,Asia,AS,AS62442,Dade Samane Fanava Company (PJS),fanavaidc.com,business
95.38.56.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.59.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.60.0/22,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.64.0/22,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.68.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.72.0/24,Iran,IR,Asia,AS,AS210392,Azarakhsh Ava-e Ahvaz Co,mgadmin.info,hosting
95.38.75.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.76.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.78.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.81.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.82.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.84.0/22,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.88.0/22,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.94.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.96.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.104.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.110.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.112.0/21,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.122.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.124.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.130.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.132.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.134.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.136.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.141.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.142.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.144.0/22,Iran,IR,Asia,AS,AS202391,Cooperative Afra ertebatat-e-sabet-e Rasa Co,afrarasa.com,isp
95.38.148.0/23,Iran,IR,Asia,AS,AS202391,Cooperative Afra ertebatat-e-sabet-e Rasa Co,afrarasa.com,isp
95.38.152.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.160.0/21,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.168.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.174.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.176.0/20,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.192.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.195.0/24,Iran,IR,Asia,AS,AS204203,Atrin Information & Communications Technology Company PJS,atrinnet.net,hosting
95.38.196.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.198.0/24,Iran,IR,Asia,AS,AS215671,OxinCloud,,business
95.38.199.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.200.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.209.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.211.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.220.0/22,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.224.0/24,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.226.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.228.0/22,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.232.0/21,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.240.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.248.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.38.252.0/23,Iran,IR,Asia,AS,AS41881,Fanava Group,fanava.net,isp
95.38.255.0/24,Iran,IR,Asia,AS,AS61036,Fanava Group,fanava.net,hosting
95.64.0.0/17,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
95.80.128.0/18,Iran,IR,Asia,AS,AS48431,Bozorg Net-e Aria,maxnet.ir,isp
95.81.78.0/24,Russia,RU,Europe,EU,AS39308,ANDISHE SABZ KHAZAR CO. P.J.S.,askiran.com,isp
95.128.155.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
95.128.159.0/24,Iran,IR,Asia,AS,AS215700,Mabna Financial Data Processing PJS,mabnadp.com,business
95.128.196.0/24,Iran,IR,Asia,AS,AS198154,Pars Abr Toseeh Ertebatat LTD,,hosting
95.128.198.0/24,Switzerland,CH,Europe,EU,AS210707,Dadeh Pardazesh Boroumand Kerman co. LLC,,hosting
95.130.56.0/21,Iran,IR,Asia,AS,AS48944,Khalij Fars Ettela Resan LTD,khalijonline.net,isp
95.130.225.0/24,Iran,IR,Asia,AS,AS43395,Pooya Parto Qeshm Cooperative Company,gmai.com,business
95.130.240.0/22,Iran,IR,Asia,AS,AS49148,Atieh Dadeh Pardaz PJSC,adpdigital.com,business
95.130.244.0/23,Iran,IR,Asia,AS,AS49148,Atieh Dadeh Pardaz PJSC,adpdigital.com,business
95.130.247.0/24,Iran,IR,Asia,AS,AS49148,Atieh Dadeh Pardaz PJSC,adpdigital.com,business
95.142.224.0/22,Iran,IR,Asia,AS,AS49680,Armaghan Rahe Talaie,armaghan.net,isp
95.142.228.0/23,Iran,IR,Asia,AS,AS49680,Armaghan Rahe Talaie,armaghan.net,isp
95.142.230.0/24,Iran,IR,Asia,AS,AS49680,Armaghan Rahe Talaie,armaghan.net,isp
95.142.231.0/24,Iran,IR,Asia,AS,AS200370,Farzanegan Pars Communications Company PJS,farzaneganpars.ir,isp
95.142.232.0/24,Iran,IR,Asia,AS,AS200370,Farzanegan Pars Communications Company PJS,farzaneganpars.ir,isp
95.142.233.0/24,Iran,IR,Asia,AS,AS49680,Armaghan Rahe Talaie,armaghan.net,isp
95.142.234.0/23,Iran,IR,Asia,AS,AS49680,Armaghan Rahe Talaie,armaghan.net,isp
95.142.236.0/23,Iran,IR,Asia,AS,AS49680,Armaghan Rahe Talaie,armaghan.net,isp
95.142.239.0/24,Iran,IR,Asia,AS,AS200370,Farzanegan Pars Communications Company PJS,farzaneganpars.ir,isp
95.156.236.0/23,Iran,IR,Asia,AS,AS60976,Parsan Lin Co. PJS,parsonline.com,hosting
95.156.252.0/22,Iran,IR,Asia,AS,AS60976,Parsan Lin Co. PJS,parsonline.com,hosting
95.162.0.0/16,Iran,IR,Asia,AS,AS57218,Rightel Communication Service Company PJS,rightel.ir,isp
95.215.59.0/24,Iran,IR,Asia,AS,AS204105,Paya Bastar Arina Co. Private J.S.,xvps.ir,hosting
